time,W
0,0.0
1,0.0024937500000000706
2,0.004974999999999956
3,0.007443750000000155
4,0.009900000000000018
5,0.012343749999999737
6,0.014775000000000184
7,0.017193750000000344
8,0.019600000000000322
9,0.02199375000000003
10,0.02437499999999934
11,0.02674375000000073
12,0.029099999999999716
13,0.03144375000000064
14,0.03377499999999909
15,0.03609374999999928
16,0.03840000000000102
17,0.040693750000001125
18,0.04297499999999887
19,0.04524374999999873
20,0.047499999999999515
21,0.04974374999999978
22,0.051974999999999064
23,0.05419375000000026
24,0.0563999999999978
25,0.05859375
26,0.06077500000000171
27,0.06294375000000133
28,0.06510000000000082
29,0.06724375000000186
30,0.06937499999999805
31,0.0714937500000011
32,0.0735999999999992
33,0.0756937499999993
34,0.0777750000000018
35,0.07984374999999796
36,0.08190000000000157
37,0.08394375000000223
38,0.08597500000000186
39,0.08799374999999861
40,0.09000000000000256
41,0.0919937500000003
42,0.09397500000000035
43,0.09594375000000276
44,0.09789999999999985
45,0.09984375000000059
46,0.10177500000000274
47,0.10369375000000014
48,0.1056000000000005
49,0.10749375000000257
50,0.109375
51,0.11124708333333322
52,0.11310333333333557
53,0.11494708333333392
54,0.1167783333333316
55,0.11859708333333509
56,0.12040333333333092
57,0.12219708333333386
58,0.12397833333333468
59,0.12574708333333184
60,0.12750333333333153
61,0.12924708333333385
62,0.13097833333333755
63,0.13270041666666282
64,0.13440999999999945
65,0.13610374999999525
66,0.1377850000000031
67,0.1394537499999985
68,0.14110999999999646
69,0.14275374999999596
70,0.1443849999999971
71,0.1460104166666686
72,0.14761666666667023
73,0.14921041666666324
74,0.15079500000000357
75,0.15236375
76,0.15392333333332833
77,0.15547041666666328
78,0.15701166666666255
79,0.15853374999999706
80,0.1600433333333304
81,0.16153708333333686
82,0.16303833333332923
83,0.16452708333333566
84,0.16598333333332868
85,0.16743374999999375
86,0.16888166666667076
87,0.17030041666667087
88,0.17172000000000537
89,0.17311708333332926
90,0.17451166666666465
91,0.17588375000000311
92,0.1772399999999972
93,0.17858375000000565
94,0.17992166666667134
95,0.18124375000000179
96,0.18255333333333265
97,0.1838870833333342
98,0.18518833333333687
99,0.186480416666664
100,0.1877533333333332
101,0.18902041666666253
102,0.19027166666666923
103,0.19150708333333338
104,0.1927366666666666
105,0.19393708333332904
106,0.1951316666666639
107,0.19632708333333498
108,0.19749333333333388
109,0.19865041666666594
110,0.19978833333333268
111,0.2009404166666678
112,0.2020666666666693
113,0.20319374999999967
114,0.2043116666666695
115,0.20539375000000423
116,0.2064600000000028
117,0.20752041666666163
118,0.20857499999999815
119,0.20962374999999478
120,0.21065999999999835
121,0.2116937499999996
122,0.2127049999999963
123,0.21369708333333415
124,0.21469666666666873
125,0.21568041666666612
126,0.2166583333333367
127,0.21761708333332794
128,0.21856000000000272
129,0.21952041666666128
130,0.22043166666667416
131,0.22134041666667087
132,0.22224666666666545
133,0.2231304166666644
134,0.22399166666667342
135,0.224860416666669
136,0.2257166666666681
137,0.22658375000000155
138,0.22742500000000312
139,0.22825375000000434
140,0.22905333333333594
141,0.2298770833333292
142,0.23066166666666124
143,0.23144708333333688
144,0.23223999999999811
145,0.23300041666667395
146,0.2337550000000056
147,0.23447708333333545
148,0.23518333333332964
149,0.23587374999999752
150,0.23660833333333203
151,0.2373170833333328
152,0.23800999999999584
153,0.23869041666666507
154,0.23932833333333697
155,0.23997374999999666
156,0.24060000000000445
157,0.24124041666666157
158,0.24189499999999742
159,0.24247708333333653
160,0.24307666666667055
161,0.24368041666666498
162,0.24430499999999472
163,0.24489374999999886
164,0.24547666666666104
165,0.24603041666666695
166,0.24658499999999603
167,0.24714041666666253
168,0.2476866666666695
169,0.24818375000000323
170,0.24869833333332728
171,0.24921041666666288
172,0.24970666666666416
173,0.2501904166666619
174,0.250651666666665
175,0.25112374999999726
176,0.2516066666666622
177,0.25205041666667016
178,0.2524883333333373
179,0.25292041666666154
180,0.25331999999999827
181,0.2537237499999973
182,0.2541249999999957
183,0.2544804166666643
184,0.2548466666666657
185,0.2552370833333291
