time,W
0,0.009899999999999678
1,0.019599999999999715
2,0.029099999999999706
3,0.038400000000000295
4,0.047499999999999494
5,0.05639999999999746
6,0.06510000000000088
7,0.07359999999999915
8,0.0818999999999992
9,0.09000000000000277
10,0.09790000000000235
11,0.10560000000000279
12,0.11310000000000238
13,0.12039999999999554
14,0.1274999999999981
15,0.1344000000000008
16,0.141109999999996
17,0.14762000000000547
18,0.1539499999999993
19,0.16005000000000263
20,0.16596000000000138
21,0.1716700000000071
22,0.17718999999999682
23,0.18251999999999277
24,0.18763999999999997
25,0.19260000000000516
26,0.19736999999999505
27,0.20195999999999853
28,0.2063199999999989
29,0.2104599999999938
30,0.21450000000000757
31,0.2182900000000032
32,0.2218799999999943
33,0.22525000000000236
34,0.22849000000000733
35,0.2314999999999911
36,0.23445999999999256
37,0.2371599999999923
38,0.23978000000000968
39,0.24227000000000481
40,0.24446999999999286
41,0.24656000000000286
42,0.24856999999999368
43,0.25034999999999435
44,0.2520600000000009
45,0.25373000000000184
46,0.2551299999999974
47,0.2562399999999957
48,0.25737000000000865
49,0.2584299999999986
50,0.2592800000000081
51,0.2598599999999976
52,0.26055999999999707
53,0.2610700000000016
54,0.2615400000000003
55,0.2620699999999941
56,0.2624299999999988
57,0.26264999999999905
58,0.2627000000000008
59,0.2626699999999971
60,0.26254000000000394
61,0.2624499999999972
62,0.2624399999999993
63,0.26231999999999833
64,0.2621200000000025
65,0.2620200000000028
66,0.2615599999999994
67,0.26129000000000213
68,0.2612500000000031
69,0.26072000000000073
70,0.26039000000000295
71,0.2598600000000026
72,0.2595799999999998
73,0.2594900000000019
74,0.2590500000000015
75,0.25871999999999806
76,0.2581399999999988
77,0.25815999999999734
78,0.25799000000000266
79,0.25784000000000007
80,0.2576300000000027
81,0.2575599999999983
82,0.2573599999999995
83,0.2576299999999981
84,0.2577700000000015
85,0.25770000000000115
86,0.25777999999999923
87,0.2574900000000026
88,0.2580000000000023
89,0.2582000000000009
90,0.25840000000000196
91,0.25861000000000234
92,0.2593599999999991
93,0.26006000000000234
94,0.2608800000000012
95,0.2613299999999977
96,0.26183999999999924
97,0.2624299999999983
98,0.26317000000000224
99,0.2641499999999991
100,0.2651300000000023
101,0.26596999999999843
102,0.26668999999999915
103,0.2672799999999981
104,0.2679900000000018
105,0.2688700000000014
106,0.2700799999999998
107,0.2709100000000014
108,0.2722600000000025
109,0.2730099999999999
110,0.2742900000000012
111,0.2752400000000011
112,0.2762799999999991
113,0.27746000000000187
114,0.278740000000002
115,0.2798299999999992
116,0.28140000000000065
117,0.28229999999999944
118,0.28367000000000286
119,0.285069999999998
120,0.2862000000000008
121,0.2874499999999996
122,0.28856000000000076
123,0.2896599999999987
124,0.2907300000000015
125,0.2918900000000012
126,0.2930700000000015
127,0.2940300000000034
128,0.29519000000000006
129,0.2963399999999995
130,0.29748000000000085
131,0.29849000000000175
132,0.29928000000000204
133,0.2999500000000019
134,0.3007200000000016
135,0.3013899999999976
136,0.3019999999999985
137,0.3029600000000009
138,0.3035600000000021
139,0.30403999999999604
140,0.3046100000000023
141,0.3047599999999987
142,0.30500000000000244
143,0.305149999999998
144,0.3051600000000022
145,0.30549000000000304
146,0.3056299999999976
147,0.3059600000000011
148,0.30623000000000117
149,0.30635999999999863
150,0.3064200000000013
151,0.30655000000000077
152,0.30659999999999776
153,0.3065100000000027
154,0.3065000000000018
155,0.30639999999999756
156,0.3064900000000005
157,0.3063199999999991
158,0.30621000000000204
159,0.3061599999999961
160,0.3060100000000024
161,0.30587000000000014
162,0.3056099999999991
163,0.305139999999999
